"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
ID-045,"Gem County",49.5,99,1.1,48.4
ID-047,"Gooding County",49.1,107,1.7,47.4
ID-049,"Idaho County",43.0,119,2.1,40.9
ID-051,"Jefferson County",44.1,114,2.0,42.1
ID-053,"Jerome County",49.5,113,2.0,47.5
ID-055,"Kootenai County",46.9,121,2.3,44.6
ID-057,"Latah County",47.4,117,2.0,45.4
ID-059,"Lemhi County",40.3,115,2.1,38.2
ID-061,"Lewis County",46.0,98,1.1,44.9
ID-063,"Lincoln County",46.9,107,1.7,45.2
ID-065,"Madison County",43.2,113,1.8,41.4
ID-067,"Minidoka County",47.3,113,2.0,45.3
ID-069,"Nez Perce County",49.4,109,1.4,48
ID-071,"Oneida County",46.7,116,1.8,44.9
ID-073,"Owyhee County",48.4,112,1.6,46.8
ID-075,"Payette County",51.6,100,1.2,50.4
ID-077,"Power County",46.0,102,1.2,44.8
ID-079,"Shoshone County",43.9,120,2.0,41.9
ID-081,"Teton County",41.2,121,2.6,38.6
ID-083,"Twin Falls County",48.2,107,1.4,46.8
ID-085,"Valley County",40.4,121,2.2,38.2
ID-087,"Washington County",48.5,104,1.3,47.2
IL-001,"Adams County",55.7,123,3.3,52.4
IL-003,"Alexander County",59.9,125,3.1,56.8
IL-005,"Bond County",57.3,125,3.3,54
IL-007,"Boone County",50.6,123,3.4,47.2
IL-009,"Brown County",55.5,126,3.4,52.1
IL-011,"Bureau County",52.2,123,3.3,48.9
IL-013,"Calhoun County",57.3,125,3.5,53.8
IL-015,"Carroll County",51.8,125,4.5,47.3
IL-017,"Cass County",55.6,124,3.3,52.3
IL-019,"Champaign County",54.6,125,3.8,50.8
IL-021,"Christian County",55.7,124,3.3,52.4
IL-023,"Clark County",56.1,125,3.4,52.7
IL-025,"Clay County",57.3,125,3.3,54
IL-027,"Clinton County",58.0,125,3.4,54.6
IL-029,"Coles County",55.5,124,3.3,52.2
IL-031,"Cook County",52.5,124,3.7,48.8
IL-033,"Crawford County",56.6,124,3.0,53.6
IL-035,"Cumberland County",56.0,125,3.1,52.9
IL-037,"DeKalb County",51.4,124,3.6,47.8
IL-039,"De Witt County",54.8,125,3.9,50.9
IL-041,"Douglas County",55.4,125,3.8,51.6
IL-043,"DuPage County",52.1,124,3.6,48.5
IL-045,"Edgar County",55.3,125,3.4,51.9
IL-047,"Edwards County",58.7,126,3.8,54.9
IL-049,"Effingham County",56.3,125,3.2,53.1
IL-051,"Fayette County",56.8,125,3.3,53.5
IL-053,"Ford County",54.0,125,3.9,50.1
IL-055,"Franklin County",58.4,125,3.2,55.2
IL-057,"Fulton County",54.3,122,3.0,51.3
IL-059,"Gallatin County",59.3,125,3.1,56.2
IL-061,"Greene County",56.7,125,3.2,53.5
IL-063,"Grundy County",53.3,125,4.0,49.3
IL-065,"Hamilton County",58.9,126,3.7,55.2
IL-067,"Hancock County",54.9,123,3.3,51.6
IL-069,"Hardin County",59.3,124,3.0,56.3
IL-071,"Henderson County",54.1,124,3.5,50.6
IL-073,"Henry County",52.9,124,3.8,49.1
IL-075,"Iroquois County",53.8,124,3.8,50
IL-077,"Jackson County",58.6,125,3.2,55.4
IL-079,"Jasper County",56.4,124,3.0,53.4
IL-081,"Jefferson County",57.9,124,3.0,54.9
IL-083,"Jersey County",57.4,125,3.4,54
IL-085,"Jo Daviess County",50.8,124,4.0,46.8
IL-087,"Johnson County",59.0,125,3.0,56
IL-089,"Kane County",51.4,123,3.5,47.9
IL-091,"Kankakee County",53.3,124,3.7,49.6
IL-093,"Kendall County",52.4,123,3.6,48.8
IL-095,"Knox County",53.2,124,3.4,49.8
IL-097,"Lake County",51.1,123,3.5,47.6
IL-099,"LaSalle County",52.8,125,3.7,49.1
IL-101,"Lawrence County",57.2,124,2.8,54.4
IL-103,"Lee County",52.0,125,4.0,48
IL-105,"Livingston County",54.0,125,4.3,49.7
IL-107,"Logan County",55.4,126,3.8,51.6
IL-109,"McDonough County",54.3,124,3.3,51
IL-111,"McHenry County",50.8,124,3.7,47.1
IL-113,"McLean County",54.5,125,4.5,50
IL-115,"Macon County",55.1,124,3.5,51.6
IL-117,"Macoupin County",56.5,125,3.3,53.2
IL-119,"Madison County",58.1,125,3.4,54.7
IL-121,"Marion County",57.2,124,3.1,54.1
IL-123,"Marshall County",53.5,125,3.8,49.7
IL-125,"Mason County",55.3,123,3.3,52
IL-127,"Massac County",60.2,125,3.4,56.8
IL-129,"Menard County",55.7,126,3.7,52
IL-131,"Mercer County",53.4,125,3.7,49.7
IL-133,"Monroe County",59.4,125,3.9,55.5
IL-135,"Montgomery County",56.2,125,3.1,53.1
IL-137,"Morgan County",56.1,125,3.7,52.4
IL-139,"Moultrie County",55.2,124,3.2,52
IL-141,"Ogle County",51.6,125,4.0,47.6
IL-143,"Peoria County",54.4,126,4.0,50.4
IL-145,"Perry County",58.3,125,3.3,55
IL-147,"Piatt County",54.8,125,3.8,51
IL-149,"Pike County",56.6,126,3.7,52.9
IL-151,"Pope County",59.3,125,3.0,56.3
IL-153,"Pulaski County",60.0,125,3.2,56.8
IL-155,"Putnam County",53.0,123,3.2,49.8
IL-157,"Randolph County",58.8,125,3.6,55.2
IL-159,"Richland County",57.2,124,3.0,54.2
IL-161,"Rock Island County",53.1,124,3.8,49.3
IL-163,"St. Clair County",59.0,125,3.8,55.2
IL-165,"Saline County",58.8,125,3.0,55.8
IL-167,"Sangamon County",56.1,126,3.8,52.3
IL-169,"Schuyler County",54.7,123,2.9,51.8
IL-171,"Scott County",56.4,125,3.5,52.9
IL-173,"Shelby County",55.7,124,3.1,52.6
IL-175,"Stark County",52.9,124,3.5,49.4
IL-177,"Stephenson County",51.0,125,4.3,46.7
IL-179,"Tazewell County",55.2,126,4.4,50.8
IL-181,"Union County",59.0,125,3.1,55.9
IL-183,"Vermilion County",54.5,124,3.4,51.1
IL-185,"Wabash County",58.2,125,3.2,55
IL-187,"Warren County",53.4,124,3.4,50
IL-189,"Washington County",57.9,123,3.2,54.7
IL-191,"Wayne County",58.7,126,4.0,54.7
IL-193,"White County",59.4,126,3.8,55.6
IL-195,"Whiteside County",52.7,126,4.3,48.4
IL-197,"Will County",52.8,123,3.5,49.3
IL-199,"Williamson County",58.4,124,3.0,55.4
IL-201,"Winnebago County",50.9,124,3.5,47.4
IL-203,"Woodford County",54.4,126,4.7,49.7
IN-001,"Adams County",53.3,125,3.7,49.6
IN-003,"Allen County",53.0,124,3.7,49.3
IN-005,"Bartholomew County",56.2,125,3.3,52.9
IN-007,"Benton County",53.1,123,3.3,49.8
IN-009,"Blackford County",54.0,125,3.7,50.3
IN-011,"Boone County",53.8,125,3.6,50.2
IN-013,"Brown County",55.6,126,3.3,52.3
IN-015,"Carroll County",53.5,124,3.4,50.1
IN-017,"Cass County",53.4,125,3.6,49.8
IN-019,"Clark County",58.1,126,3.7,54.4
IN-021,"Clay County",55.8,125,3.6,52.2
IN-023,"Clinton County",53.5,125,3.4,50.1
IN-025,"Crawford County",57.6,126,3.2,54.4
IN-027,"Daviess County",57.1,126,3.5,53.6
IN-029,"Dearborn County",56.3,126,3.6,52.7
IN-031,"Decatur County",55.4,124,3.0,52.4
IN-033,"DeKalb County",52.2,124,3.7,48.5
IN-035,"Delaware County",54.6,126,4.1,50.5
IN-037,"Dubois County",57.6,126,3.4,54.2
IN-039,"Elkhart County",51.9,124,3.7,48.2
IN-041,"Fayette County",54.6,126,3.5,51.1
IN-043,"Floyd County",58.3,126,3.8,54.5
IN-045,"Fountain County",54.3,125,3.3,51
IN-047,"Franklin County",55.2,126,3.3,51.9
IN-049,"Fulton County",52.8,125,3.9,48.9
IN-051,"Gibson County",58.3,125,3.3,55
IN-053,"Grant County",53.7,124,3.2,50.5
IN-055,"Greene County",56.2,126,3.6,52.6
IN-057,"Hamilton County",54.2,126,3.4,50.8
IN-059,"Hancock County",54.7,126,3.4,51.3
IN-061,"Harrison County",58.2,126,3.6,54.6
IN-063,"Hendricks County",54.2,125,3.3,50.9
IN-065,"Henry County",54.1,126,3.7,50.4
IN-067,"Howard County",53.4,124,3.2,50.2
IN-069,"Huntington County",52.9,123,3.1,49.8
IN-071,"Jackson County",56.7,126,3.4,53.3
IN-073,"Jasper County",52.9,124,3.6,49.3
IN-075,"Jay County",53.8,125,3.8,50
IN-077,"Jefferson County",57.4,126,3.8,53.6
IN-079,"Jennings County",56.6,126,3.4,53.2
IN-081,"Johnson County",55.1,123,3.3,51.8
IN-083,"Knox County",57.4,125,3.2,54.2
IN-085,"Kosciusko County",52.3,124,3.6,48.7
IN-087,"LaGrange County",51.8,124,3.8,48
IN-089,"Lake County",52.8,124,3.7,49.1
IN-091,"LaPorte County",52.0,123,3.3,48.7
IN-093,"Lawrence County",56.3,126,3.4,52.9
IN-095,"Madison County",54.5,126,3.7,50.8
IN-097,"Marion County",54.8,126,3.2,51.6
IN-099,"Marshall County",52.0,125,3.6,48.4
IN-101,"Martin County",56.8,126,3.6,53.2
IN-103,"Miami County",53.4,124,3.5,49.9
IN-105,"Monroe County",55.4,126,3.4,52
IN-107,"Montgomery County",53.7,125,3.3,50.4
IN-109,"Morgan County",55.1,125,3.2,51.9
IN-111,"Newton County",53.2,124,3.7,49.5
IN-113,"Noble County",51.9,124,3.6,48.3
IN-115,"Ohio County",57.3,126,3.9,53.4
IN-117,"Orange County",57.0,126,3.4,53.6
IN-119,"Owen County",55.6,126,3.6,52
IN-121,"Parke County",55.0,126,3.4,51.6
IN-123,"Perry County",57.7,122,2.3,55.4
IN-125,"Pike County",57.7,125,3.3,54.4
IN-127,"Porter County",52.4,124,3.6,48.8
IN-129,"Posey County",59.2,124,3.2,56
IN-131,"Pulaski County",52.8,125,3.7,49.1
IN-133,"Putnam County",54.5,124,3.2,51.3
IN-135,"Randolph County",54.0,126,4.1,49.9
IN-137,"Ripley County",55.8,126,3.4,52.4
IN-139,"Rush County",54.8,126,3.4,51.4
IN-141,"St. Joseph County",51.6,123,3.4,48.2
IN-143,"Scott County",57.4,126,3.7,53.7
IN-145,"Shelby County",55.5,124,3.3,52.2
IN-147,"Spencer County",58.2,122,2.5,55.7
IN-149,"Starke County",52.3,124,3.5,48.8
IN-151,"Steuben County",51.5,125,3.8,47.7
IN-153,"Sullivan County",56.6,125,3.5,53.1
IN-155,"Switzerland County",57.7,126,4.2,53.5
IN-157,"Tippecanoe County",53.5,123,3.1,50.4
IN-159,"Tipton County",53.8,126,3.5,50.3
IN-161,"Union County",54.8,126,3.7,51.1
IN-163,"Vanderburgh County",58.9,124,3.0,55.9
IN-165,"Vermillion County",55.3,126,3.5,51.8
IN-167,"Vigo County",56.2,125,3.7,52.5
IN-169,"Wabash County",53.1,123,3.2,49.9
IN-171,"Warren County",53.8,124,3.2,50.6
IN-173,"Warrick County",58.4,124,3.1,55.3
IN-175,"Washington County",56.9,126,3.6,53.3
IN-177,"Wayne County",54.2,126,3.8,50.4
IN-179,"Wells County",53.2,124,3.4,49.8
IN-181,"White County",53.2,124,3.4,49.8
IN-183,"Whitley County",52.2,123,3.2,49
IA-001,"Adair County",52.0,123,3.5,48.5
IA-003,"Adams County",52.9,125,3.8,49.1
IA-005,"Allamakee County",48.8,124,3.5,45.3
IA-007,"Appanoose County",53.4,122,3.1,50.3
IA-009,"Audubon County",51.1,124,3.5,47.6
IA-011,"Benton County",50.3,122,3.0,47.3
IA-013,"Black Hawk County",49.9,124,3.4,46.5
IA-015,"Boone County",51.6,125,3.9,47.7
IA-017,"Bremer County",49.5,124,3.8,45.7
IA-019,"Buchanan County",49.3,123,3.2,46.1
IA-021,"Buena Vista County",49.8,125,3.9,45.9
IA-023,"Butler County",49.6,124,3.6,46
IA-025,"Calhoun County",50.7,124,3.8,46.9
IA-027,"Carroll County",50.9,125,3.8,47.1
IA-029,"Cass County",52.3,124,3.6,48.7
IA-031,"Cedar County",51.5,123,3.2,48.3
IA-033,"Cerro Gordo County",48.8,124,3.8,45
IA-035,"Cherokee County",49.8,124,3.8,46
IA-037,"Chickasaw County",48.3,124,3.5,44.8
IA-039,"Clarke County",53.0,123,3.5,49.5
IA-041,"Clay County",49.4,125,4.2,45.2
IA-043,"Clayton County",49.4,124,3.4,46
IA-045,"Clinton County",52.2,125,3.8,48.4
IA-047,"Crawford County",51.0,125,3.8,47.2
IA-049,"Dallas County",52.7,126,3.8,48.9
IA-051,"Davis County",53.4,123,3.0,50.4
IA-053,"Decatur County",53.6,125,3.6,50
IA-055,"Delaware County",49.7,124,3.7,46
IA-057,"Des Moines County",53.5,123,3.0,50.5
IA-059,"Dickinson County",48.5,124,4.0,44.5
IA-061,"Dubuque County",50.1,124,3.4,46.7
IA-063,"Emmet County",48.6,124,4.1,44.5
IA-065,"Fayette County",48.8,124,3.7,45.1
IA-067,"Floyd County",48.8,124,3.6,45.2
IA-069,"Franklin County",49.3,124,3.8,45.5
IA-071,"Fremont County",54.3,125,3.4,50.9
IA-073,"Greene County",51.6,126,3.9,47.7
IA-075,"Grundy County",50.2,124,3.6,46.6
IA-077,"Guthrie County",51.7,124,3.6,48.1
IA-079,"Hamilton County",50.0,124,3.3,46.7
IA-081,"Hancock County",48.7,124,3.5,45.2
IA-083,"Hardin County",50.1,124,3.7,46.4
IA-085,"Harrison County",52.6,125,3.9,48.7
IA-087,"Henry County",52.6,117,2.3,50.3
IA-089,"Howard County",47.5,124,3.7,43.8
IA-091,"Humboldt County",49.7,124,3.4,46.3
IA-093,"Ida County",50.3,124,3.6,46.7
IA-095,"Iowa County",52.2,125,4.0,48.2
IA-097,"Jackson County",51.4,124,3.8,47.6
IA-099,"Jasper County",52.2,124,3.6,48.6
IA-101,"Jefferson County",52.4,118,2.4,50
IA-103,"Johnson County",51.9,124,3.4,48.5
IA-105,"Jones County",51.2,124,4.0,47.2
IA-107,"Keokuk County",52.7,124,3.7,49
IA-109,"Kossuth County",49.2,124,4.0,45.2
IA-111,"Lee County",53.9,119,2.5,51.4
IA-113,"Linn County",50.8,124,3.6,47.2
IA-115,"Louisa County",53.0,123,3.2,49.8
IA-117,"Lucas County",52.8,121,3.0,49.8
IA-119,"Lyon County",48.9,123,3.7,45.2
IA-121,"Madison County",52.9,126,3.6,49.3
IA-123,"Mahaska County",53.1,125,3.8,49.3
IA-125,"Marion County",52.8,121,3.0,49.8
IA-127,"Marshall County",51.3,124,3.8,47.5
IA-129,"Mills County",53.9,125,3.6,50.3
IA-131,"Mitchell County",48.2,124,3.8,44.4
IA-133,"Monona County",51.8,124,3.8,48
IA-135,"Monroe County",53.1,121,3.0,50.1
IA-137,"Montgomery County",53.4,125,3.7,49.7
IA-139,"Muscatine County",52.1,120,2.8,49.3
IA-141,"O'Brien County",49.2,124,3.8,45.4
IA-143,"Osceola County",48.4,124,3.8,44.6
IA-145,"Page County",54.0,125,3.8,50.2
IA-147,"Palo Alto County",49.7,125,4.4,45.3
IA-149,"Plymouth County",50.4,124,3.9,46.5
IA-151,"Pocahontas County",49.9,124,3.6,46.3
IA-153,"Polk County",52.8,124,3.6,49.2
IA-155,"Pottawattamie County",53.1,125,3.8,49.3
IA-157,"Poweshiek County",51.8,125,3.8,48
IA-159,"Ringgold County",53.3,125,3.7,49.6
IA-161,"Sac County",50.4,124,3.9,46.5
IA-163,"Scott County",52.7,124,3.8,48.9
IA-165,"Shelby County",51.7,126,3.7,48
IA-167,"Sioux County",49.5,123,3.6,45.9
IA-169,"Story County",51.5,125,3.8,47.7
IA-171,"Tama County",50.8,124,3.5,47.3
IA-173,"Taylor County",53.4,125,3.9,49.5
IA-175,"Union County",52.7,124,3.6,49.1
IA-177,"Van Buren County",53.1,116,2.3,50.8
IA-179,"Wapello County",53.3,123,3.2,50.1
IA-181,"Warren County",53.4,123,3.4,50
IA-183,"Washington County",52.5,124,3.3,49.2
IA-185,"Wayne County",53.0,121,3.0,50
IA-187,"Webster County",50.3,124,3.4,46.9
IA-189,"Winnebago County",48.1,124,3.5,44.6
IA-191,"Winneshiek County",48.0,123,3.8,44.2
IA-193,"Woodbury County",51.2,124,4.0,47.2
IA-195,"Worth County",48.1,124,3.7,44.4
IA-197,"Wright County",49.2,124,3.4,45.8
KS-001,"Allen County",58.9,122,2.9,56
KS-003,"Anderson County",58.4,124,3.1,55.3
KS-005,"Atchison County",56.8,125,3.9,52.9
KS-007,"Barber County",59.3,122,2.8,56.5
KS-009,"Barton County",56.7,118,2.4,54.3
KS-011,"Bourbon County",59.4,123,3.3,56.1
KS-013,"Brown County",56.2,125,3.9,52.3
KS-015,"Butler County",59.0,124,3.4,55.6
KS-017,"Chase County",58.2,125,3.6,54.6
KS-019,"Chautauqua County",59.7,121,2.4,57.3
KS-021,"Cherokee County",60.5,123,3.0,57.5
KS-023,"Cheyenne County",53.4,120,2.6,50.8
KS-025,"Clark County",58.9,119,2.4,56.5
KS-027,"Clay County",57.5,126,3.9,53.6
KS-029,"Cloud County",56.8,126,3.6,53.2
KS-031,"Coffey County",59.0,125,4.0,55
KS-033,"Comanche County",58.9,120,2.5,56.4
KS-035,"Cowley County",59.7,124,2.9,56.8
KS-037,"Crawford County",60.1,124,3.4,56.7
KS-039,"Decatur County",54.0,120,2.7,51.3
KS-041,"Dickinson County",58.4,125,4.1,54.3
KS-043,"Doniphan County",56.5,125,3.5,53
KS-045,"Douglas County",58.0,125,3.6,54.4
KS-047,"Edwards County",57.1,119,2.4,54.7
KS-049,"Elk County",59.2,122,2.8,56.4
KS-051,"Ellis County",56.4,119,2.9,53.5
KS-053,"Ellsworth County",57.9,123,3.5,54.4
KS-055,"Finney County",56.5,123,3.1,53.4
KS-057,"Ford County",57.2,119,2.5,54.7
KS-059,"Franklin County",58.4,125,3.6,54.8
KS-061,"Geary County",57.9,125,3.9,54
KS-063,"Gove County",55.4,119,2.7,52.7
KS-065,"Graham County",55.6,121,2.9,52.7
KS-067,"Grant County",56.9,120,2.5,54.4
KS-069,"Gray County",57.0,121,2.9,54.1
KS-071,"Greeley County",54.4,121,2.6,51.8
KS-073,"Greenwood County",58.8,124,3.4,55.4
KS-075,"Hamilton County",56.2,122,2.8,53.4
KS-077,"Harper County",60.1,124,3.0,57.1
KS-079,"Harvey County",59.1,124,3.7,55.4
KS-081,"Haskell County",57.1,122,2.8,54.3
KS-083,"Hodgeman County",57.0,120,2.6,54.4
KS-085,"Jackson County",56.9,125,4.0,52.9
KS-087,"Jefferson County",57.3,125,3.7,53.6
KS-089,"Jewell County",55.4,125,3.4,52
KS-091,"Johnson County",57.6,125,3.4,54.2
KS-093,"Kearny County",56.6,123,3.2,53.4
KS-095,"Kingman County",58.9,124,2.7,56.2
KS-097,"Kiowa County",57.5,117,2.2,55.3
KS-099,"Labette County",60.3,123,2.7,57.6
KS-101,"Lane County",55.8,121,2.9,52.9
KS-103,"Leavenworth County",57.5,125,3.7,53.8
KS-105,"Lincoln County",57.6,125,3.8,53.8
KS-107,"Linn County",58.6,123,3.1,55.5
KS-109,"Logan County",55.0,119,2.7,52.3
KS-111,"Lyon County",58.3,125,3.9,54.4
KS-113,"McPherson County",58.6,124,3.9,54.7
KS-115,"Marion County",58.9,126,4.3,54.6
KS-117,"Marshall County",56.3,126,4.0,52.3
KS-119,"Meade County",58.5,121,2.6,55.9
KS-121,"Miami County",57.9,124,3.2,54.7
KS-123,"Mitchell County",56.4,124,3.3,53.1
KS-125,"Montgomery County",60.5,123,2.7,57.8
KS-127,"Morris County",58.0,125,4.2,53.8
KS-129,"Morton County",57.2,120,2.2,55
KS-131,"Nemaha County",55.8,126,3.8,52
KS-133,"Neosho County",59.6,122,2.9,56.7
KS-135,"Ness County",56.4,119,2.5,53.9
KS-137,"Norton County",54.4,119,2.8,51.6
KS-139,"Osage County",58.7,125,4.4,54.3
KS-141,"Osborne County",56.0,122,2.9,53.1
KS-143,"Ottawa County",58.0,125,4.1,53.9
KS-145,"Pawnee County",57.0,120,2.5,54.5
KS-147,"Phillips County",54.9,119,2.7,52.2
KS-149,"Pottawatomie County",57.0,125,3.8,53.2
KS-151,"Pratt County",57.7,118,2.3,55.4
KS-153,"Rawlins County",53.6,119,2.6,51
KS-155,"Reno County",58.4,124,2.9,55.5
KS-157,"Republic County",55.7,126,3.6,52.1
KS-159,"Rice County",57.8,123,3.0,54.8
KS-161,"Riley County",57.5,126,3.9,53.6
KS-163,"Rooks County",55.8,119,2.7,53.1
KS-165,"Rush County",56.7,119,2.8,53.9
KS-167,"Russell County",57.1,123,3.2,53.9
KS-169,"Saline County",58.9,126,4.4,54.5
KS-171,"Scott County",55.7,123,3.1,52.6
KS-173,"Sedgwick County",59.8,124,3.6,56.2
KS-175,"Seward County",58.0,122,2.6,55.4
KS-177,"Shawnee County",58.0,125,4.1,53.9
KS-179,"Sheridan County",54.9,122,3.1,51.8
KS-181,"Sherman County",53.6,121,3.0,50.6
KS-183,"Smith County",54.8,120,2.6,52.2
KS-185,"Stafford County",57.2,118,2.4,54.8
KS-187,"Stanton County",56.7,120,2.3,54.4
KS-189,"Stevens County",57.3,120,2.3,55
KS-191,"Sumner County",60.5,124,3.4,57.1
KS-193,"Thomas County",53.9,119,2.7,51.2
KS-195,"Trego County",55.9,119,2.7,53.2
KS-197,"Wabaunsee County",57.6,125,3.9,53.7
KS-199,"Wallace County",54.2,119,2.8,51.4
KS-201,"Washington County",56.3,126,4.0,52.3
KS-203,"Wichita County",55.1,122,2.8,52.3
KS-205,"Wilson County",60.0,122,3.1,56.9
KS-207,"Woodson County",59.4,124,3.6,55.8
KS-209,"Wyandotte County",57.8,125,3.7,54.1
KY-001,"Adair County",58.9,125,3.3,55.6
KY-003,"Allen County",60.4,126,3.2,57.2
KY-005,"Anderson County",58.2,126,3.6,54.6
KY-007,"Ballard County",60.5,125,3.4,57.1
KY-009,"Barren County",60.1,126,3.3,56.8
KY-011,"Bath County",57.0,123,2.6,54.4
KY-013,"Bell County",57.1,126,2.4,54.7
KY-015,"Boone County",57.1,126,3.7,53.4
KY-017,"Bourbon County",57.5,126,3.6,53.9
KY-019,"Boyd County",58.0,126,3.8,54.2
KY-021,"Boyle County",57.8,126,3.1,54.7
KY-023,"Bracken County",56.9,126,3.5,53.4
KY-025,"Breathitt County",58.5,126,2.9,55.6
KY-027,"Breckinridge County",58.6,125,3.2,55.4
KY-029,"Bullitt County",58.9,126,3.4,55.5
KY-031,"Butler County",60.4,126,3.6,56.8
KY-033,"Caldwell County",59.9,123,2.8,57.1
KY-035,"Calloway County",61.0,126,3.1,57.9
KY-037,"Campbell County",56.9,125,3.2,53.7
KY-039,"Carlisle County",60.8,125,3.3,57.5
KY-041,"Carroll County",58.4,126,4.3,54.1
KY-043,"Carter County",56.9,126,3.3,53.6
KY-045,"Casey County",57.8,125,3.0,54.8
KY-047,"Christian County",60.4,126,3.1,57.3
KY-049,"Clark County",57.8,126,3.4,54.4
KY-051,"Clay County",58.3,126,3.0,55.3
KY-053,"Clinton County",59.6,125,3.7,55.9
KY-055,"Crittenden County",59.7,124,3.0,56.7
KY-057,"Cumberland County",60.2,126,3.6,56.6
KY-059,"Daviess County",58.9,123,2.7,56.2
KY-061,"Edmonson County",60.3,126,3.8,56.5
KY-063,"Elliott County",56.9,126,2.9,54
KY-065,"Estill County",58.2,126,2.8,55.4
KY-067,"Fayette County",57.9,126,3.8,54.1
KY-069,"Fleming County",56.6,125,2.8,53.8
KY-071,"Floyd County",58.8,126,3.1,55.7
KY-073,"Franklin County",58.3,126,3.8,54.5
KY-075,"Fulton County",60.9,124,2.7,58.2
KY-077,"Gallatin County",58.2,126,4.2,54
KY-079,"Garrard County",58.0,125,3.1,54.9
KY-081,"Grant County",57.6,126,3.9,53.7
KY-083,"Graves County",60.8,126,3.2,57.6
KY-085,"Grayson County",59.5,126,3.8,55.7
KY-087,"Green County",59.2,125,3.3,55.9
KY-089,"Greenup County",57.2,126,3.7,53.5
KY-091,"Hancock County",58.2,120,2.3,55.9
KY-093,"Hardin County",58.6,126,3.5,55.1
KY-095,"Harlan County",55.9,124,2.4,53.5
KY-097,"Harrison County",57.6,126,3.7,53.9
KY-099,"Hart County",59.6,126,3.5,56.1
KY-101,"Henderson County",59.2,123,2.8,56.4
KY-103,"Henry County",58.1,126,4.0,54.1
KY-105,"Hickman County",60.7,124,2.9,57.8
KY-107,"Hopkins County",60.0,124,2.9,57.1
KY-109,"Jackson County",57.5,126,2.8,54.7
KY-111,"Jefferson County",59.0,126,3.7,55.3
KY-113,"Jessamine County",58.2,126,3.6,54.6
KY-115,"Johnson County",58.1,126,3.2,54.9
KY-117,"Kenton County",56.8,125,3.5,53.3
KY-119,"Knott County",57.9,126,2.9,55
KY-121,"Knox County",58.2,126,2.9,55.3
KY-123,"Larue County",58.6,126,3.2,55.4
KY-125,"Laurel County",58.1,126,3.1,55
KY-127,"Lawrence County",58.1,126,3.6,54.5
KY-129,"Lee County",58.3,125,2.7,55.6
KY-131,"Leslie County",57.7,126,2.7,55
KY-133,"Letcher County",57.0,126,2.7,54.3
KY-135,"Lewis County",56.5,126,3.1,53.4
KY-137,"Lincoln County",57.5,125,2.9,54.6
KY-139,"Livingston County",60.3,125,3.2,57.1
KY-141,"Logan County",60.6,126,3.3,57.3
KY-143,"Lyon County",60.4,123,2.9,57.5
KY-145,"McCracken County",60.8,126,3.5,57.3
KY-147,"McCreary County",58.3,125,3.2,55.1
KY-149,"McLean County",59.7,125,3.1,56.6
KY-151,"Madison County",58.1,125,3.1,55
KY-153,"Magoffin County",58.0,126,3.0,55
KY-155,"Marion County",58.4,126,3.1,55.3
KY-157,"Marshall County",61.0,126,3.3,57.7
KY-159,"Martin County",58.8,126,3.4,55.4
KY-161,"Mason County",56.7,126,3.3,53.4
KY-163,"Meade County",58.3,126,3.2,55.1
KY-165,"Menifee County",57.0,123,2.5,54.5
KY-167,"Mercer County",58.1,126,3.4,54.7
KY-169,"Metcalfe County",59.3,126,3.2,56.1
KY-171,"Monroe County",59.9,126,3.2,56.7
KY-173,"Montgomery County",57.4,126,3.1,54.3
KY-175,"Morgan County",57.3,126,2.7,54.6
KY-177,"Muhlenberg County",60.1,126,3.1,57
KY-179,"Nelson County",58.6,126,3.3,55.3
KY-181,"Nicholas County",57.2,126,3.4,53.8
KY-183,"Ohio County",59.8,126,3.5,56.3
KY-185,"Oldham County",58.0,126,3.7,54.3
KY-187,"Owen County",58.1,126,4.1,54
KY-189,"Owsley County",58.5,125,2.8,55.7
KY-191,"Pendleton County",57.3,126,3.5,53.8
KY-193,"Perry County",58.1,126,2.8,55.3
KY-195,"Pike County",58.7,126,3.2,55.5
KY-197,"Powell County",57.8,126,2.8,55
KY-199,"Pulaski County",58.2,125,2.9,55.3
KY-201,"Robertson County",57.1,126,3.5,53.6
KY-203,"Rockcastle County",57.5,123,2.7,54.8
KY-205,"Rowan County",56.3,120,2.2,54.1
KY-207,"Russell County",58.9,125,3.4,55.5
KY-209,"Scott County",57.9,126,3.9,54
KY-211,"Shelby County",57.9,126,3.6,54.3
KY-213,"Simpson County",60.6,126,3.4,57.2
KY-215,"Spencer County",58.4,126,3.5,54.9
KY-217,"Taylor County",58.5,125,3.1,55.4
KY-219,"Todd County",60.6,126,3.4,57.2
KY-221,"Trigg County",60.6,126,3.0,57.6
KY-223,"Trimble County",58.0,126,4.0,54
KY-225,"Union County",59.5,124,2.9,56.6
KY-227,"Warren County",60.8,126,3.6,57.2
KY-229,"Washington County",58.2,126,3.3,54.9
KY-231,"Wayne County",58.9,125,3.5,55.4
KY-233,"Webster County",59.7,124,2.9,56.8
KY-235,"Whitley County",58.3,126,2.9,55.4
KY-237,"Wolfe County",57.7,126,2.6,55.1
KY-239,"Woodford County",58.3,126,3.8,54.5
LA-001,"Acadia Parish",70.6,126,2.6,68
LA-003,"Allen Parish",69.3,125,2.1,67.2
