"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
OH-039,"Defiance County",53.7,126,4.4,49.3
OH-041,"Delaware County",54.1,125,3.3,50.8
OH-043,"Erie County",53.2,124,3.1,50.1
OH-045,"Fairfield County",54.5,125,3.2,51.3
OH-047,"Fayette County",54.4,125,3.3,51.1
OH-049,"Franklin County",55.0,125,3.2,51.8
OH-051,"Fulton County",52.9,126,4.1,48.8
OH-053,"Gallia County",55.9,122,2.4,53.5
OH-055,"Geauga County",51.4,125,4.2,47.2
OH-057,"Greene County",54.8,125,3.4,51.4
OH-059,"Guernsey County",53.7,125,3.0,50.7
OH-061,"Hamilton County",56.5,125,3.4,53.1
OH-063,"Hancock County",53.5,125,3.7,49.8
OH-065,"Hardin County",53.3,125,3.5,49.8
OH-067,"Harrison County",53.3,125,3.4,49.9
OH-069,"Henry County",53.7,126,4.2,49.5
OH-071,"Highland County",54.9,125,3.2,51.7
OH-073,"Hocking County",54.5,125,3.1,51.4
OH-075,"Holmes County",52.6,125,3.4,49.2
OH-077,"Huron County",52.7,125,3.4,49.3
OH-079,"Jackson County",55.7,125,3.2,52.5
OH-081,"Jefferson County",53.7,126,3.3,50.4
OH-083,"Knox County",52.7,125,3.4,49.3
OH-085,"Lake County",52.5,125,4.1,48.4
OH-087,"Lawrence County",56.4,124,2.8,53.6
OH-089,"Licking County",53.7,125,3.3,50.4
OH-091,"Logan County",53.3,126,3.6,49.7
OH-093,"Lorain County",52.8,124,3.1,49.7
OH-095,"Lucas County",53.5,126,3.8,49.7
OH-097,"Madison County",53.9,124,3.0,50.9
OH-099,"Mahoning County",52.3,125,4.2,48.1
OH-101,"Marion County",53.3,124,3.3,50
OH-103,"Medina County",52.3,123,3.3,49
OH-105,"Meigs County",55.2,122,2.4,52.8
OH-107,"Mercer County",53.8,126,3.8,50
OH-109,"Miami County",54.5,125,3.5,51
OH-111,"Monroe County",54.2,125,3.0,51.2
OH-113,"Montgomery County",55.2,125,3.6,51.6
OH-115,"Morgan County",54.4,125,2.9,51.5
OH-117,"Morrow County",52.7,125,3.5,49.2
OH-119,"Muskingum County",54.0,125,3.2,50.8
OH-121,"Noble County",54.1,125,2.9,51.2
OH-123,"Ottawa County",53.7,124,3.5,50.2
OH-125,"Paulding County",53.9,126,4.2,49.7
OH-127,"Perry County",53.9,125,3.1,50.8
OH-129,"Pickaway County",55.4,125,3.2,52.2
OH-131,"Pike County",55.6,125,3.2,52.4
OH-133,"Portage County",52.2,125,4.3,47.9
OH-135,"Preble County",54.4,125,3.6,50.8
OH-137,"Putnam County",54.0,126,4.1,49.9
OH-139,"Richland County",52.2,125,3.9,48.3
OH-141,"Ross County",55.4,125,3.2,52.2
OH-143,"Sandusky County",53.6,125,3.5,50.1
OH-145,"Scioto County",56.3,125,3.3,53
OH-147,"Seneca County",53.2,125,3.5,49.7
OH-149,"Shelby County",53.5,124,3.4,50.1
OH-151,"Stark County",52.8,125,4.0,48.8
OH-153,"Summit County",52.8,125,3.8,49
OH-155,"Trumbull County",52.0,125,4.3,47.7
OH-157,"Tuscarawas County",53.3,125,3.5,49.8
OH-159,"Union County",53.8,125,3.3,50.5
OH-161,"Van Wert County",53.8,126,3.9,49.9
OH-163,"Vinton County",55.2,125,3.3,51.9
OH-165,"Warren County",55.7,125,3.4,52.3
OH-167,"Washington County",55.2,125,2.9,52.3
OH-169,"Wayne County",52.3,125,3.3,49
OH-171,"Williams County",52.8,126,4.4,48.4
OH-173,"Wood County",53.8,125,3.9,49.9
OH-175,"Wyandot County",53.2,124,3.4,49.8
OK-001,"Adair County",62.1,126,3.5,58.6
OK-003,"Alfalfa County",61.5,125,3.5,58
OK-005,"Atoka County",64.6,125,2.6,62
OK-007,"Beaver County",60.3,126,3.6,56.7
OK-009,"Beckham County",62.6,125,3.3,59.3
OK-011,"Blaine County",62.6,126,3.6,59
OK-013,"Bryan County",65.5,125,2.9,62.6
OK-015,"Caddo County",63.6,126,3.6,60
OK-017,"Canadian County",63.2,126,3.8,59.4
OK-019,"Carter County",64.8,122,2.3,62.5
OK-021,"Cherokee County",62.9,126,3.3,59.6
OK-023,"Choctaw County",65.1,125,2.9,62.2
OK-025,"Cimarron County",57.2,123,2.6,54.6
OK-027,"Cleveland County",63.5,125,3.0,60.5
OK-029,"Coal County",64.4,125,2.5,61.9
OK-031,"Comanche County",64.5,125,3.3,61.2
OK-033,"Cotton County",65.5,125,3.1,62.4
OK-035,"Craig County",62.2,126,3.5,58.7
OK-037,"Creek County",62.9,126,3.0,59.9
OK-039,"Custer County",62.1,125,3.2,58.9
OK-041,"Delaware County",61.9,126,3.4,58.5
OK-043,"Dewey County",61.4,125,3.2,58.2
OK-045,"Ellis County",60.8,126,3.5,57.3
OK-047,"Garfield County",62.6,126,4.0,58.6
OK-049,"Garvin County",64.0,124,2.4,61.6
OK-051,"Grady County",63.8,126,3.5,60.3
OK-053,"Grant County",62.1,126,4.0,58.1
OK-055,"Greer County",64.0,125,3.5,60.5
OK-057,"Harmon County",64.3,125,3.5,60.8
OK-059,"Harper County",60.7,124,3.3,57.4
OK-061,"Haskell County",64.4,126,3.3,61.1
OK-063,"Hughes County",63.9,126,2.8,61.1
OK-065,"Jackson County",64.8,125,3.3,61.5
OK-067,"Jefferson County",65.5,123,2.6,62.9
OK-069,"Johnston County",64.7,125,2.6,62.1
OK-071,"Kay County",62.5,126,4.2,58.3
OK-073,"Kingfisher County",63.3,126,3.6,59.7
OK-075,"Kiowa County",64.1,125,3.6,60.5
OK-077,"Latimer County",63.9,126,3.0,60.9
OK-079,"Le Flore County",63.7,126,3.4,60.3
OK-081,"Lincoln County",63.4,125,3.0,60.4
OK-083,"Logan County",63.6,126,3.9,59.7
OK-085,"Love County",65.5,124,2.5,63
OK-087,"McClain County",63.7,125,3.1,60.6
OK-089,"McCurtain County",64.1,125,3.1,61
OK-091,"McIntosh County",64.3,126,3.1,61.2
OK-093,"Major County",61.8,125,3.2,58.6
OK-095,"Marshall County",65.6,126,2.7,62.9
OK-097,"Mayes County",62.7,125,3.1,59.6
OK-099,"Murray County",64.1,120,2.3,61.8
OK-101,"Muskogee County",64.1,126,3.2,60.9
OK-103,"Noble County",63.1,126,4.0,59.1
OK-105,"Nowata County",62.3,126,3.6,58.7
OK-107,"Okfuskee County",63.5,125,2.8,60.7
OK-109,"Oklahoma County",63.6,126,3.4,60.2
OK-111,"Okmulgee County",63.7,126,2.9,60.8
OK-113,"Osage County",61.9,125,3.4,58.5
OK-115,"Ottawa County",62.1,126,3.9,58.2
OK-117,"Pawnee County",62.6,126,3.4,59.2
OK-119,"Payne County",63.3,126,3.7,59.6
OK-121,"Pittsburg County",64.1,123,2.7,61.4
OK-123,"Pontotoc County",63.9,125,2.5,61.4
OK-125,"Pottawatomie County",63.5,125,2.6,60.9
OK-127,"Pushmataha County",64.0,125,2.9,61.1
OK-129,"Roger Mills County",61.6,124,3.2,58.4
OK-131,"Rogers County",62.9,126,3.5,59.4
OK-133,"Seminole County",63.7,125,2.7,61
OK-135,"Sequoyah County",64.0,126,3.6,60.4
OK-137,"Stephens County",64.5,124,2.7,61.8
OK-139,"Texas County",59.1,125,3.1,56
OK-141,"Tillman County",65.3,125,3.2,62.1
OK-143,"Tulsa County",63.2,125,3.3,59.9
OK-145,"Wagoner County",63.6,125,3.2,60.4
OK-147,"Washington County",62.2,126,3.6,58.6
OK-149,"Washita County",62.8,124,3.2,59.6
OK-151,"Woods County",60.8,125,3.3,57.5
OK-153,"Woodward County",60.8,125,3.2,57.6
OR-001,"Baker County",46.0,110,1.6,44.4
OR-003,"Benton County",51.6,55,0.1,51.5
OR-005,"Clackamas County",48.1,81,0.5,47.6
OR-007,"Clatsop County",49.2,76,0.3,48.9
OR-009,"Columbia County",50.1,73,0.4,49.7
OR-011,"Coos County",51.8,79,0.6,51.2
OR-013,"Crook County",46.0,108,1.3,44.7
OR-015,"Curry County",51.7,67,0.2,51.5
OR-017,"Deschutes County",44.1,84,0.7,43.4
OR-019,"Douglas County",50.5,88,0.7,49.8
OR-021,"Gilliam County",50.6,103,1.5,49.1
OR-023,"Grant County",44.6,103,1.3,43.3
OR-025,"Harney County",47.0,117,2.2,44.8
OR-027,"Hood River County",45.2,85,0.6,44.6
OR-029,"Jackson County",50.1,92,0.8,49.3
OR-031,"Jefferson County",47.5,100,1.1,46.4
OR-033,"Josephine County",50.7,94,0.9,49.8
OR-035,"Klamath County",44.3,92,1.0,43.3
OR-037,"Lake County",45.5,107,1.5,44
OR-039,"Lane County",49.4,76,0.3,49.1
OR-041,"Lincoln County",50.6,42,-0.3,50.9
OR-043,"Linn County",48.8,77,0.3,48.5
OR-045,"Malheur County",48.7,108,1.7,47
OR-047,"Marion County",49.3,70,0.3,49
OR-049,"Morrow County",50.0,102,1.4,48.6
OR-051,"Multnomah County",51.1,84,0.6,50.5
OR-053,"Polk County",51.0,63,0.1,50.9
OR-055,"Sherman County",50.2,99,1.3,48.9
OR-057,"Tillamook County",48.8,69,0.1,48.7
OR-059,"Umatilla County",48.9,101,1.4,47.5
OR-061,"Union County",44.7,100,1.3,43.4
OR-063,"Wallowa County",44.3,115,1.6,42.7
OR-065,"Wasco County",48.4,97,1.0,47.4
OR-067,"Washington County",50.5,77,0.4,50.1
OR-069,"Wheeler County",47.3,95,1.0,46.3
OR-071,"Yamhill County",51.1,66,0.1,51
PA-001,"Adams County",54.6,126,3.5,51.1
PA-003,"Allegheny County",54.0,125,3.3,50.7
PA-005,"Armstrong County",52.0,125,3.3,48.7
PA-007,"Beaver County",53.2,126,3.1,50.1
PA-009,"Bedford County",52.6,125,3.0,49.6
PA-011,"Berks County",54.3,126,3.7,50.6
PA-013,"Blair County",51.9,126,3.4,48.5
PA-015,"Bradford County",49.5,126,3.5,46
PA-017,"Bucks County",54.9,125,4.1,50.8
PA-019,"Butler County",52.5,126,3.8,48.7
PA-021,"Cambria County",50.2,126,3.3,46.9
PA-023,"Cameron County",50.2,126,3.5,46.7
PA-025,"Carbon County",50.8,126,4.2,46.6
PA-027,"Centre County",51.1,125,3.0,48.1
PA-029,"Chester County",55.3,126,3.8,51.5
PA-031,"Clarion County",50.8,126,3.8,47
PA-033,"Clearfield County",50.4,126,3.6,46.8
PA-035,"Clinton County",50.9,125,3.2,47.7
PA-037,"Columbia County",51.5,126,3.6,47.9
PA-039,"Crawford County",50.6,126,4.3,46.3
PA-041,"Cumberland County",54.7,126,3.6,51.1
PA-043,"Dauphin County",54.0,126,3.8,50.2
PA-045,"Delaware County",57.0,126,4.0,53
PA-047,"Elk County",49.6,126,4.1,45.5
PA-049,"Erie County",50.6,126,4.0,46.6
PA-051,"Fayette County",52.4,123,2.6,49.8
PA-053,"Forest County",50.2,126,4.2,46
PA-055,"Franklin County",54.5,126,3.5,51
PA-057,"Fulton County",53.7,126,3.2,50.5
PA-059,"Greene County",53.6,124,2.8,50.8
PA-061,"Huntingdon County",53.0,125,3.2,49.8
PA-063,"Indiana County",51.4,125,3.2,48.2
PA-065,"Jefferson County",49.9,125,3.6,46.3
PA-067,"Juniata County",53.6,126,3.1,50.5
PA-069,"Lackawanna County",49.7,126,4.0,45.7
PA-071,"Lancaster County",55.1,126,3.9,51.2
PA-073,"Lawrence County",52.7,126,3.8,48.9
PA-075,"Lebanon County",54.1,126,3.9,50.2
PA-077,"Lehigh County",53.7,125,3.9,49.8
PA-079,"Luzerne County",50.5,126,4.1,46.4
PA-081,"Lycoming County",50.6,125,3.4,47.2
PA-083,"McKean County",48.7,126,4.1,44.6
PA-085,"Mercer County",51.5,126,4.2,47.3
PA-087,"Mifflin County",52.8,125,2.9,49.9
PA-089,"Monroe County",50.6,126,4.6,46
PA-091,"Montgomery County",55.6,125,3.9,51.7
PA-093,"Montour County",52.4,126,3.6,48.8
PA-095,"Northampton County",53.3,126,4.5,48.8
PA-097,"Northumberland County",52.6,126,3.6,49
PA-099,"Perry County",53.9,126,3.4,50.5
PA-101,"Philadelphia County",57.3,125,4.1,53.2
PA-103,"Pike County",50.1,126,4.2,45.9
PA-105,"Potter County",48.7,126,3.6,45.1
PA-107,"Schuylkill County",51.7,126,3.6,48.1
PA-109,"Snyder County",53.0,126,3.4,49.6
PA-111,"Somerset County",49.9,124,3.0,46.9
PA-113,"Sullivan County",48.1,126,3.4,44.7
PA-115,"Susquehanna County",49.1,126,3.6,45.5
PA-117,"Tioga County",48.8,125,3.5,45.3
PA-119,"Union County",52.3,126,3.4,48.9
PA-121,"Venango County",51.1,126,4.3,46.8
PA-123,"Warren County",49.4,126,4.0,45.4
PA-125,"Washington County",53.5,125,3.1,50.4
PA-127,"Wayne County",49.1,126,3.9,45.2
PA-129,"Westmoreland County",52.8,125,2.9,49.9
PA-131,"Wyoming County",50.1,126,3.9,46.2
PA-133,"York County",54.9,126,3.8,51.1
RI-001,"Bristol County",53.5,126,3.7,49.8
RI-003,"Kent County",52.5,126,4.0,48.5
RI-005,"Newport County",53.2,125,3.7,49.5
RI-007,"Providence County",52.2,126,4.0,48.2
RI-009,"Washington County",53.0,126,4.2,48.8
SC-001,"Abbeville County",63.8,124,2.5,61.3
SC-003,"Aiken County",65.3,122,2.3,63
SC-005,"Allendale County",66.0,121,2.2,63.8
SC-007,"Anderson County",63.3,124,2.8,60.5
SC-009,"Bamberg County",65.6,119,2.0,63.6
SC-011,"Barnwell County",65.6,119,2.1,63.5
SC-013,"Beaufort County",67.8,118,2.1,65.7
SC-015,"Berkeley County",66.4,120,2.3,64.1
SC-017,"Calhoun County",65.3,118,1.9,63.4
SC-019,"Charleston County",67.1,119,2.4,64.7
SC-021,"Cherokee County",61.7,123,2.2,59.5
SC-023,"Chester County",62.9,123,2.2,60.7
SC-025,"Chesterfield County",63.5,122,2.5,61
SC-027,"Clarendon County",65.2,119,1.8,63.4
SC-029,"Colleton County",66.6,122,2.4,64.2
SC-031,"Darlington County",64.5,121,2.4,62.1
SC-033,"Dillon County",64.3,117,2.1,62.2
SC-035,"Dorchester County",66.5,120,2.5,64
SC-037,"Edgefield County",65.0,124,2.4,62.6
SC-039,"Fairfield County",64.1,125,2.5,61.6
SC-041,"Florence County",65.1,119,2.2,62.9
SC-043,"Georgetown County",65.5,120,1.8,63.7
SC-045,"Greenville County",62.0,124,2.8,59.2
SC-047,"Greenwood County",64.0,124,2.3,61.7
SC-049,"Hampton County",66.3,119,2.1,64.2
SC-051,"Horry County",64.8,119,1.9,62.9
SC-053,"Jasper County",67.2,119,2.1,65.1
SC-055,"Kershaw County",63.9,122,2.3,61.6
SC-057,"Lancaster County",62.8,123,2.5,60.3
SC-059,"Laurens County",63.3,124,2.2,61.1
SC-061,"Lee County",64.2,119,2.0,62.2
SC-063,"Lexington County",65.1,123,2.7,62.4
SC-065,"McCormick County",64.6,124,2.4,62.2
SC-067,"Marion County",64.9,117,2.0,62.9
SC-069,"Marlboro County",64.1,121,2.2,61.9
SC-071,"Newberry County",64.3,125,2.6,61.7
SC-073,"Oconee County",61.9,125,2.4,59.5
SC-075,"Orangeburg County",65.5,118,1.9,63.6
SC-077,"Pickens County",61.7,124,2.6,59.1
SC-079,"Richland County",65.3,124,2.5,62.8
SC-081,"Saluda County",64.5,124,2.5,62
SC-083,"Spartanburg County",62.5,124,2.6,59.9
SC-085,"Sumter County",64.5,113,1.6,62.9
SC-087,"Union County",63.1,125,2.5,60.6
SC-089,"Williamsburg County",65.5,120,2.0,63.5
SC-091,"York County",62.2,123,2.3,59.9
SD-003,"Aurora County",50.2,126,4.5,45.7
SD-005,"Beadle County",48.5,125,4.0,44.5
SD-007,"Bennett County",50.6,126,4.5,46.1
SD-009,"Bon Homme County",52.6,126,5.3,47.3
SD-011,"Brookings County",46.8,125,4.0,42.8
SD-013,"Brown County",45.9,122,3.8,42.1
SD-015,"Brule County",50.7,126,4.6,46.1
SD-017,"Buffalo County",49.4,125,4.2,45.2
SD-019,"Butte County",48.8,126,4.2,44.6
SD-021,"Campbell County",46.2,125,3.6,42.6
SD-023,"Charles Mix County",52.1,126,4.7,47.4
SD-025,"Clark County",46.6,126,4.4,42.2
SD-027,"Clay County",51.7,126,4.7,47
SD-029,"Codington County",45.6,126,4.3,41.3
SD-031,"Corson County",46.5,122,3.4,43.1
SD-033,"Custer County",49.0,126,4.3,44.7
SD-035,"Davison County",50.3,126,4.2,46.1
SD-037,"Day County",45.4,126,4.2,41.2
SD-039,"Deuel County",46.1,126,4.3,41.8
SD-041,"Dewey County",47.9,125,3.7,44.2
SD-043,"Douglas County",51.3,126,4.7,46.6
SD-045,"Edmunds County",45.9,123,3.4,42.5
SD-047,"Fall River County",50.8,126,4.3,46.5
SD-049,"Faulk County",46.5,122,3.5,43
SD-051,"Grant County",46.4,126,4.3,42.1
SD-053,"Gregory County",51.6,126,4.5,47.1
SD-055,"Haakon County",50.3,126,4.4,45.9
SD-057,"Hamlin County",46.4,126,4.5,41.9
SD-059,"Hand County",47.7,125,3.7,44
SD-061,"Hanson County",50.3,126,4.4,45.9
SD-063,"Harding County",47.3,126,4.5,42.8
SD-065,"Hughes County",49.3,125,3.9,45.4
SD-067,"Hutchinson County",51.5,126,5.1,46.4
SD-069,"Hyde County",47.7,125,4.0,43.7
SD-071,"Jackson County",51.4,126,4.5,46.9
SD-073,"Jerauld County",48.8,125,3.9,44.9
SD-075,"Jones County",51.2,126,4.6,46.6
SD-077,"Kingsbury County",47.9,126,4.7,43.2
SD-079,"Lake County",48.1,126,4.1,44
SD-081,"Lawrence County",46.1,126,3.8,42.3
SD-083,"Lincoln County",50.7,126,5.0,45.7
SD-085,"Lyman County",50.8,126,4.3,46.5
SD-087,"McCook County",49.8,126,4.6,45.2
SD-089,"McPherson County",45.1,124,3.6,41.5
SD-091,"Marshall County",45.1,122,4.0,41.1
SD-093,"Meade County",49.4,126,4.2,45.2
SD-095,"Mellette County",51.7,126,4.5,47.2
SD-097,"Miner County",48.9,126,4.3,44.6
SD-099,"Minnehaha County",49.4,126,4.8,44.6
SD-101,"Moody County",47.6,125,3.9,43.7
SD-102,"Oglala Lakota County",51.4,126,4.7,46.7
SD-103,"Pennington County",49.4,126,4.5,44.9
SD-105,"Perkins County",47.2,126,4.3,42.9
SD-107,"Potter County",46.9,124,3.9,43
SD-109,"Roberts County",45.8,123,3.9,41.9
SD-111,"Sanborn County",49.2,125,3.6,45.6
SD-115,"Spink County",47.1,120,3.6,43.5
SD-117,"Stanley County",50.1,126,4.2,45.9
SD-119,"Sully County",48.3,125,3.9,44.4
SD-121,"Todd County",51.0,126,4.4,46.6
SD-123,"Tripp County",51.8,126,4.9,46.9
SD-125,"Turner County",50.9,126,5.0,45.9
SD-127,"Union County",51.5,126,4.5,47
SD-129,"Walworth County",46.5,124,3.7,42.8
SD-135,"Yankton County",51.8,126,5.0,46.8
SD-137,"Ziebach County",48.6,125,4.1,44.5
TN-001,"Anderson County",59.3,123,2.7,56.6
TN-003,"Bedford County",60.7,122,2.3,58.4
TN-005,"Benton County",61.0,124,2.6,58.4
TN-007,"Bledsoe County",59.0,123,2.7,56.3
TN-009,"Blount County",60.0,124,2.5,57.5
TN-011,"Bradley County",61.3,122,2.4,58.9
TN-013,"Campbell County",57.4,122,2.3,55.1
TN-015,"Cannon County",59.8,121,2.3,57.5
TN-017,"Carroll County",61.2,125,2.8,58.4
TN-019,"Carter County",55.5,124,2.7,52.8
TN-021,"Cheatham County",60.6,124,2.7,57.9
TN-023,"Chester County",61.8,124,2.8,59
TN-025,"Claiborne County",57.4,118,2.0,55.4
TN-027,"Clay County",60.0,123,2.8,57.2
TN-029,"Cocke County",59.0,123,2.3,56.7
TN-031,"Coffee County",59.9,123,2.5,57.4
TN-033,"Crockett County",62.1,125,3.1,59
TN-035,"Cumberland County",57.4,122,2.7,54.7
TN-037,"Davidson County",61.0,123,2.7,58.3
TN-039,"Decatur County",61.4,123,2.4,59
TN-041,"DeKalb County",59.8,120,2.2,57.6
TN-043,"Dickson County",60.0,124,2.6,57.4
TN-045,"Dyer County",62.0,125,3.0,59
TN-047,"Fayette County",62.8,124,2.7,60.1
TN-049,"Fentress County",57.2,120,2.6,54.6
TN-051,"Franklin County",60.5,123,2.5,58
TN-053,"Gibson County",61.7,125,3.1,58.6
TN-055,"Giles County",60.6,121,2.2,58.4
TN-057,"Grainger County",59.0,125,2.4,56.6
TN-059,"Greene County",58.9,121,2.2,56.7
TN-061,"Grundy County",58.2,122,2.5,55.7
TN-063,"Hamblen County",59.4,122,2.3,57.1
TN-065,"Hamilton County",61.2,122,2.5,58.7
TN-067,"Hancock County",57.7,117,1.9,55.8
TN-069,"Hardeman County",62.2,124,2.7,59.5
TN-071,"Hardin County",61.7,121,2.3,59.4
TN-073,"Hawkins County",58.6,120,2.1,56.5
TN-075,"Haywood County",62.5,125,3.1,59.4
TN-077,"Henderson County",61.5,125,2.7,58.8
TN-079,"Henry County",60.8,124,2.6,58.2
TN-081,"Hickman County",60.3,124,2.4,57.9
TN-083,"Houston County",60.7,124,2.9,57.8
TN-085,"Humphreys County",60.6,124,2.6,58
TN-087,"Jackson County",60.1,123,2.5,57.6
TN-089,"Jefferson County",60.3,124,2.7,57.6
TN-091,"Johnson County",54.0,124,2.7,51.3
TN-093,"Knox County",60.6,125,2.7,57.9
TN-095,"Lake County",61.7,125,2.9,58.8
TN-097,"Lauderdale County",62.7,125,3.0,59.7
TN-099,"Lawrence County",60.5,122,2.4,58.1
TN-101,"Lewis County",60.2,124,2.4,57.8
TN-103,"Lincoln County",61.3,124,2.4,58.9
TN-105,"Loudon County",60.8,123,2.4,58.4
TN-107,"McMinn County",60.9,122,2.5,58.4
TN-109,"McNairy County",61.9,123,2.4,59.5
TN-111,"Macon County",59.9,123,2.8,57.1
TN-113,"Madison County",62.0,125,3.0,59
TN-115,"Marion County",60.1,122,2.3,57.8
TN-117,"Marshall County",60.5,122,2.2,58.3
TN-119,"Maury County",60.2,120,2.2,58
TN-121,"Meigs County",60.8,123,2.5,58.3
TN-123,"Monroe County",59.7,123,2.3,57.4
TN-125,"Montgomery County",60.6,125,2.9,57.7
TN-127,"Moore County",60.8,124,2.5,58.3
TN-129,"Morgan County",57.9,122,2.6,55.3
TN-131,"Obion County",61.2,125,2.8,58.4
TN-133,"Overton County",58.9,122,2.7,56.2
TN-135,"Perry County",60.8,121,2.3,58.5
TN-137,"Pickett County",58.5,120,2.6,55.9
TN-139,"Polk County",60.2,121,2.2,58
TN-141,"Putnam County",59.1,121,2.5,56.6
TN-143,"Rhea County",59.9,123,2.5,57.4
TN-145,"Roane County",60.3,123,2.5,57.8
TN-147,"Robertson County",60.3,124,2.8,57.5
TN-149,"Rutherford County",60.6,121,2.2,58.4
TN-151,"Scott County",56.9,119,2.4,54.5
TN-153,"Sequatchie County",59.1,122,2.6,56.5
TN-155,"Sevier County",58.5,125,2.8,55.7
TN-157,"Shelby County",63.8,124,2.7,61.1
TN-159,"Smith County",60.3,121,2.2,58.1
TN-161,"Stewart County",60.9,125,3.0,57.9
TN-163,"Sullivan County",58.0,124,2.6,55.4
TN-165,"Sumner County",60.4,124,2.7,57.7
TN-167,"Tipton County",63.0,125,2.7,60.3
TN-169,"Trousdale County",60.5,121,2.5,58
TN-171,"Unicoi County",55.3,123,2.3,53
TN-173,"Union County",58.9,124,2.5,56.4
TN-175,"Van Buren County",58.7,123,2.7,56
TN-177,"Warren County",59.7,122,2.5,57.2
TN-179,"Washington County",58.4,123,2.4,56
TN-181,"Wayne County",60.8,122,2.3,58.5
TN-183,"Weakley County",61.3,126,2.9,58.4
TN-185,"White County",59.3,123,2.6,56.7
TN-187,"Williamson County",60.2,121,2.2,58
TN-189,"Wilson County",60.5,120,2.3,58.2
TX-001,"Anderson County",68.0,124,2.5,65.5
TX-003,"Andrews County",64.9,125,2.9,62
TX-005,"Angelina County",68.8,125,2.7,66.1
TX-007,"Aransas County",73.5,125,3.2,70.3
TX-009,"Archer County",67.0,125,3.6,63.4
TX-011,"Armstrong County",61.6,126,3.7,57.9
TX-013,"Atascosa County",72.6,126,2.8,69.8
TX-015,"Austin County",71.0,124,3.0,68
TX-017,"Bailey County",60.4,125,3.4,57
TX-019,"Bandera County",68.7,125,2.6,66.1
TX-021,"Bastrop County",70.0,123,2.6,67.4
TX-023,"Baylor County",67.2,126,3.8,63.4
TX-025,"Bee County",73.1,124,2.8,70.3
TX-027,"Bell County",69.0,124,3.3,65.7
TX-029,"Bexar County",71.0,124,2.5,68.5
TX-031,"Blanco County",68.8,125,2.7,66.1
TX-033,"Borden County",65.8,124,2.9,62.9
TX-035,"Bosque County",68.2,125,2.8,65.4
TX-037,"Bowie County",66.1,124,3.0,63.1
TX-039,"Brazoria County",71.6,123,2.7,68.9
TX-041,"Brazos County",69.9,125,2.9,67
TX-043,"Brewster County",67.7,125,3.2,64.5
TX-045,"Briscoe County",63.0,126,3.7,59.3
TX-047,"Brooks County",75.8,125,3.5,72.3
TX-049,"Brown County",67.4,125,2.9,64.5
TX-051,"Burleson County",70.0,124,2.9,67.1
TX-053,"Burnet County",68.8,125,2.7,66.1
TX-055,"Caldwell County",70.2,123,2.4,67.8
TX-057,"Calhoun County",72.6,123,2.9,69.7
TX-059,"Callahan County",66.6,125,2.9,63.7
TX-061,"Cameron County",76.5,124,2.9,73.6
TX-063,"Camp County",66.4,123,2.5,63.9
TX-065,"Carson County",60.6,126,3.7,56.9
TX-067,"Cass County",66.7,123,2.6,64.1
TX-069,"Castro County",59.7,125,3.0,56.7
TX-071,"Chambers County",70.6,123,2.4,68.2
TX-073,"Cherokee County",67.9,123,2.5,65.4
TX-075,"Childress County",64.9,125,3.5,61.4
TX-077,"Clay County",66.6,125,3.3,63.3
TX-079,"Cochran County",61.2,125,3.2,58
TX-081,"Coke County",66.7,123,2.7,64
TX-083,"Coleman County",67.2,125,3.0,64.2
TX-085,"Collin County",67.0,126,3.1,63.9
TX-087,"Collingsworth County",63.3,125,3.5,59.8
TX-089,"Colorado County",71.0,122,2.8,68.2
TX-091,"Comal County",69.9,125,2.6,67.3
TX-093,"Comanche County",67.0,125,2.7,64.3
TX-095,"Concho County",66.9,123,2.6,64.3
TX-097,"Cooke County",66.2,125,2.8,63.4
TX-099,"Coryell County",68.1,124,2.7,65.4
TX-101,"Cottle County",65.6,126,3.4,62.2
TX-103,"Crane County",68.2,125,3.4,64.8
TX-105,"Crockett County",66.9,121,2.1,64.8
TX-107,"Crosby County",63.5,125,3.3,60.2
TX-109,"Culberson County",64.0,123,2.9,61.1
TX-111,"Dallam County",57.5,125,3.0,54.5
TX-113,"Dallas County",68.4,126,3.1,65.3
TX-115,"Dawson County",64.5,124,2.6,61.9
TX-117,"Deaf Smith County",58.9,126,3.2,55.7
TX-119,"Delta County",66.3,124,2.9,63.4
TX-121,"Denton County",67.4,126,2.9,64.5
TX-123,"DeWitt County",71.5,123,2.4,69.1
TX-125,"Dickens County",64.9,126,3.2,61.7
TX-127,"Dimmit County",73.6,124,2.9,70.7
TX-129,"Donley County",62.3,125,3.5,58.8
TX-131,"Duval County",74.9,126,3.7,71.2
TX-133,"Eastland County",66.6,125,2.8,63.8
TX-135,"Ector County",66.6,125,3.6,63
TX-137,"Edwards County",67.8,125,2.7,65.1
TX-139,"Ellis County",68.4,125,2.6,65.8
TX-141,"El Paso County",65.1,121,2.8,62.3
TX-143,"Erath County",66.8,125,2.6,64.2
TX-145,"Falls County",68.5,124,2.7,65.8
TX-147,"Fannin County",66.1,124,3.1,63
TX-149,"Fayette County",70.5,124,2.6,67.9
TX-151,"Fisher County",66.8,125,3.7,63.1
TX-153,"Floyd County",62.0,125,3.2,58.8
TX-155,"Foard County",66.1,125,3.4,62.7
TX-157,"Fort Bend County",71.5,123,2.9,68.6
TX-159,"Franklin County",66.2,123,2.6,63.6
